exchangedate,r030,cc,txt,enname,rate,units,rate_per_unit,group,calcdate
05.01.2021,51,AMD,Вірменський драм,Armenian Dram,5.4105,100,0.054105,2,30.12.2020
05.01.2021,364,IRR,Іранський ріал,Iranian Rial,6.732,10000,0.0006732,2,30.12.2020
05.01.2021,368,IQD,Іракський динар,Iraqi Dinar,1.9366,100,0.019365999999999998,2,30.12.2020
05.01.2021,417,KGS,Сом,Som,3.421,10,0.3421,2,30.12.2020
05.01.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8756,100,0.018756,2,30.12.2020
05.01.2021,434,LYD,Лівійський динар,Libyan Dinar,21.1383,1,21.1383,2,30.12.2020
05.01.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,7.0047,1,7.0047,2,30.12.2020
05.01.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1763,1,3.1763,2,30.12.2020
05.01.2021,704,VND,Донг,Dong,1.2244,1000,0.0012243999999999998,2,30.12.2020
05.01.2021,764,THB,Бат,Baht,9.445,10,0.9445,2,30.12.2020
05.01.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.698,1,7.698,2,30.12.2020
05.01.2021,788,TND,Туніський динар,Tunisian Dinar,10.5192,1,10.5192,2,30.12.2020
05.01.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6988000000000003,1000,0.0026988,2,30.12.2020
05.01.2021,901,TWD,Новий тайванський долар,New Taiwan Dollar,10.06,10,1.006,2,30.12.2020
05.01.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,8.0785,1,8.0785,2,30.12.2020
05.01.2021,936,GHS,Ганське седі,Ghana Cedi,4.8198,1,4.8198,2,30.12.2020
05.01.2021,941,RSD,Сербський динар,Serbian Dinar,2.9536,10,0.29536,2,30.12.2020
05.01.2021,972,TJS,Сомоні,Somoni,2.5022,1,2.5022,2,30.12.2020
05.01.2021,981,GEL,Ларі,Lari,8.6366,1,8.6366,2,30.12.2020
05.01.2021,986,BRL,Бразильський реал,Brazilian Real,5.4505,1,5.4505,2,30.12.2020
05.01.2021,959,XAU,Золото,Gold,55071.7,1,55071.7,3,04.01.2021
05.01.2021,961,XAG,Срібло,Silver,778.07,1,778.07,3,04.01.2021
05.01.2021,962,XPT,Платина,Platinum,31498.7,1,31498.7,3,04.01.2021
05.01.2021,964,XPD,Паладій,Palladium,69853.55,1,69853.55,3,04.01.2021
06.01.2021,36,AUD,Австралійський долар,Australian Dollar,21.8659,1,21.8659,1,05.01.2021
06.01.2021,124,CAD,Канадський долар,Canadian Dollar,22.261,1,22.261,1,05.01.2021
06.01.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3944,1,4.3944,1,05.01.2021
06.01.2021,191,HRK,Куна,Kuna,4.6098,1,4.6098,1,05.01.2021
06.01.2021,203,CZK,Чеська крона,Czech Koruna,1.3286,1,1.3286,1,05.01.2021
06.01.2021,208,DKK,Данська крона,Danish Krone,4.6847,1,4.6847,1,05.01.2021
06.01.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.6635,1,3.6635,1,05.01.2021
06.01.2021,348,HUF,Форинт,Forint,9.6763,100,0.096763,1,05.01.2021
06.01.2021,356,INR,Індійська рупія,Indian Rupee,3.8811,10,0.38811,1,05.01.2021
06.01.2021,360,IDR,Рупія,Rupiah,2.0407,1000,0.0020407,1,05.01.2021
06.01.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.8703,1,8.8703,1,05.01.2021
06.01.2021,392,JPY,Єна,Yen,2.7601,10,0.27601000000000003,1,05.01.2021
06.01.2021,398,KZT,Теньге,Tenge,6.7419,100,0.06741899999999999,1,05.01.2021
06.01.2021,410,KRW,Вона,Won,2.6129,100,0.026129,1,05.01.2021
06.01.2021,484,MXN,Мексиканське песо,Mexican Peso,1.4151,1,1.4151,1,05.01.2021
06.01.2021,498,MDL,Молдовський лей,Moldovan Leu,1.6524,1,1.6524,1,05.01.2021
06.01.2021,554,NZD,Новозеландський долар,New Zealand Dollar,20.4429,1,20.4429,1,05.01.2021
06.01.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3299,1,3.3299,1,05.01.2021
06.01.2021,643,RUB,Російський рубль,Russian Ruble,3.7951,10,0.37951,1,05.01.2021
06.01.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.5711,1,7.5711,1,05.01.2021
06.01.2021,702,SGD,Сінгапурський долар,Singapore Dollar,21.5336,1,21.5336,1,05.01.2021
06.01.2021,710,ZAR,Ренд,Rand,1.8893,1,1.8893,1,05.01.2021
06.01.2021,752,SEK,Шведська крона,Swedish Krona,3.4668,1,3.4668,1,05.01.2021
06.01.2021,756,CHF,Швейцарський франк,Swiss Franc,32.2594,1,32.2594,1,05.01.2021
06.01.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.811,1,1.811,1,05.01.2021
06.01.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.5568,1,38.5568,1,05.01.2021
06.01.2021,840,USD,Долар США,US Dollar,28.4028,1,28.4028,1,05.01.2021
06.01.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9651,1,10.9651,1,05.01.2021
06.01.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.7183,1,16.7183,1,05.01.2021
06.01.2021,946,RON,Румунський лей,Romanian Leu,7.1542,1,7.1542,1,05.01.2021
06.01.2021,949,TRY,Турецька ліра,Turkish Lira,3.8424,1,3.8424,1,05.01.2021
06.01.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),41.0897,1,41.0897,1,05.01.2021
06.01.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.8119,1,17.8119,1,05.01.2021
06.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
06.01.2021,985,PLN,Злотий,Zloty,7.6607,1,7.6607,1,05.01.2021
06.01.2021,12,DZD,Алжирський динар,Algerian Dinar,2.1416,10,0.21416000000000002,2,30.12.2020
06.01.2021,50,BDT,Така,Taka,3.3343,10,0.33343,2,30.12.2020
06.01.2021,51,AMD,Вірменський драм,Armenian Dram,5.4105,100,0.054105,2,30.12.2020
06.01.2021,364,IRR,Іранський ріал,Iranian Rial,6.732,10000,0.0006732,2,30.12.2020
06.01.2021,368,IQD,Іракський динар,Iraqi Dinar,1.9366,100,0.019365999999999998,2,30.12.2020
06.01.2021,417,KGS,Сом,Som,3.421,10,0.3421,2,30.12.2020
06.01.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8756,100,0.018756,2,30.12.2020
06.01.2021,434,LYD,Лівійський динар,Libyan Dinar,21.1383,1,21.1383,2,30.12.2020
06.01.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,7.0047,1,7.0047,2,30.12.2020
06.01.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1763,1,3.1763,2,30.12.2020
06.01.2021,704,VND,Донг,Dong,1.2244,1000,0.0012243999999999998,2,30.12.2020
06.01.2021,764,THB,Бат,Baht,9.445,10,0.9445,2,30.12.2020
06.01.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.698,1,7.698,2,30.12.2020
06.01.2021,788,TND,Туніський динар,Tunisian Dinar,10.5192,1,10.5192,2,30.12.2020
06.01.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6988000000000003,1000,0.0026988,2,30.12.2020
06.01.2021,901,TWD,Новий тайванський долар,New Taiwan Dollar,10.06,10,1.006,2,30.12.2020
06.01.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,8.0785,1,8.0785,2,30.12.2020
06.01.2021,936,GHS,Ганське седі,Ghana Cedi,4.8198,1,4.8198,2,30.12.2020
06.01.2021,941,RSD,Сербський динар,Serbian Dinar,2.9536,10,0.29536,2,30.12.2020
06.01.2021,972,TJS,Сомоні,Somoni,2.5022,1,2.5022,2,30.12.2020
06.01.2021,981,GEL,Ларі,Lari,8.6366,1,8.6366,2,30.12.2020
06.01.2021,986,BRL,Бразильський реал,Brazilian Real,5.4505,1,5.4505,2,30.12.2020
06.01.2021,959,XAU,Золото,Gold,55324.39,1,55324.39,3,05.01.2021
06.01.2021,961,XAG,Срібло,Silver,777.81,1,777.81,3,05.01.2021
06.01.2021,962,XPT,Платина,Platinum,30724.16,1,30724.16,3,05.01.2021
06.01.2021,964,XPD,Паладій,Palladium,68959.16,1,68959.16,3,05.01.2021
07.01.2021,36,AUD,Австралійський долар,Australian Dollar,21.8659,1,21.8659,1,05.01.2021
07.01.2021,124,CAD,Канадський долар,Canadian Dollar,22.261,1,22.261,1,05.01.2021
07.01.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3944,1,4.3944,1,05.01.2021
07.01.2021,191,HRK,Куна,Kuna,4.6098,1,4.6098,1,05.01.2021
07.01.2021,203,CZK,Чеська крона,Czech Koruna,1.3286,1,1.3286,1,05.01.2021
07.01.2021,208,DKK,Данська крона,Danish Krone,4.6847,1,4.6847,1,05.01.2021
07.01.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.6635,1,3.6635,1,05.01.2021
07.01.2021,348,HUF,Форинт,Forint,9.6763,100,0.096763,1,05.01.2021
07.01.2021,356,INR,Індійська рупія,Indian Rupee,3.8811,10,0.38811,1,05.01.2021
07.01.2021,360,IDR,Рупія,Rupiah,2.0407,1000,0.0020407,1,05.01.2021
07.01.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.8703,1,8.8703,1,05.01.2021
07.01.2021,392,JPY,Єна,Yen,2.7601,10,0.27601000000000003,1,05.01.2021
07.01.2021,398,KZT,Теньге,Tenge,6.7419,100,0.06741899999999999,1,05.01.2021
07.01.2021,410,KRW,Вона,Won,2.6129,100,0.026129,1,05.01.2021
07.01.2021,484,MXN,Мексиканське песо,Mexican Peso,1.4151,1,1.4151,1,05.01.2021
07.01.2021,498,MDL,Молдовський лей,Moldovan Leu,1.6524,1,1.6524,1,05.01.2021
07.01.2021,554,NZD,Новозеландський долар,New Zealand Dollar,20.4429,1,20.4429,1,05.01.2021
07.01.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3299,1,3.3299,1,05.01.2021
07.01.2021,643,RUB,Російський рубль,Russian Ruble,3.7951,10,0.37951,1,05.01.2021
07.01.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.5711,1,7.5711,1,05.01.2021
07.01.2021,702,SGD,Сінгапурський долар,Singapore Dollar,21.5336,1,21.5336,1,05.01.2021
07.01.2021,710,ZAR,Ренд,Rand,1.8893,1,1.8893,1,05.01.2021
07.01.2021,752,SEK,Шведська крона,Swedish Krona,3.4668,1,3.4668,1,05.01.2021
07.01.2021,756,CHF,Швейцарський франк,Swiss Franc,32.2594,1,32.2594,1,05.01.2021
07.01.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.811,1,1.811,1,05.01.2021
07.01.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.5568,1,38.5568,1,05.01.2021
07.01.2021,840,USD,Долар США,US Dollar,28.4028,1,28.4028,1,05.01.2021
07.01.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9651,1,10.9651,1,05.01.2021
07.01.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.7183,1,16.7183,1,05.01.2021
07.01.2021,946,RON,Румунський лей,Romanian Leu,7.1542,1,7.1542,1,05.01.2021
07.01.2021,949,TRY,Турецька ліра,Turkish Lira,3.8424,1,3.8424,1,05.01.2021
07.01.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),41.0897,1,41.0897,1,05.01.2021
07.01.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.8119,1,17.8119,1,05.01.2021
07.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
07.01.2021,985,PLN,Злотий,Zloty,7.6607,1,7.6607,1,05.01.2021
07.01.2021,12,DZD,Алжирський динар,Algerian Dinar,2.1416,10,0.21416000000000002,2,30.12.2020
07.01.2021,50,BDT,Така,Taka,3.3343,10,0.33343,2,30.12.2020
07.01.2021,51,AMD,Вірменський драм,Armenian Dram,5.4105,100,0.054105,2,30.12.2020
07.01.2021,364,IRR,Іранський ріал,Iranian Rial,6.732,10000,0.0006732,2,30.12.2020
07.01.2021,368,IQD,Іракський динар,Iraqi Dinar,1.9366,100,0.019365999999999998,2,30.12.2020
07.01.2021,417,KGS,Сом,Som,3.421,10,0.3421,2,30.12.2020
07.01.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8756,100,0.018756,2,30.12.2020
07.01.2021,434,LYD,Лівійський динар,Libyan Dinar,21.1383,1,21.1383,2,30.12.2020
07.01.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,7.0047,1,7.0047,2,30.12.2020
07.01.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1763,1,3.1763,2,30.12.2020
07.01.2021,704,VND,Донг,Dong,1.2244,1000,0.0012243999999999998,2,30.12.2020
07.01.2021,764,THB,Бат,Baht,9.445,10,0.9445,2,30.12.2020
07.01.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.698,1,7.698,2,30.12.2020
07.01.2021,788,TND,Туніський динар,Tunisian Dinar,10.5192,1,10.5192,2,30.12.2020
07.01.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6988000000000003,1000,0.0026988,2,30.12.2020
07.01.2021,901,TWD,Новий тайванський долар,New Taiwan Dollar,10.06,10,1.006,2,30.12.2020
07.01.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,8.0785,1,8.0785,2,30.12.2020
07.01.2021,936,GHS,Ганське седі,Ghana Cedi,4.8198,1,4.8198,2,30.12.2020
07.01.2021,941,RSD,Сербський динар,Serbian Dinar,2.9536,10,0.29536,2,30.12.2020
07.01.2021,972,TJS,Сомоні,Somoni,2.5022,1,2.5022,2,30.12.2020
07.01.2021,981,GEL,Ларі,Lari,8.6366,1,8.6366,2,30.12.2020
07.01.2021,986,BRL,Бразильський реал,Brazilian Real,5.4505,1,5.4505,2,30.12.2020
07.01.2021,959,XAU,Золото,Gold,55324.39,1,55324.39,3,05.01.2021
07.01.2021,961,XAG,Срібло,Silver,777.81,1,777.81,3,05.01.2021
07.01.2021,962,XPT,Платина,Platinum,30724.16,1,30724.16,3,05.01.2021
07.01.2021,964,XPD,Паладій,Palladium,68959.16,1,68959.16,3,05.01.2021
08.01.2021,36,AUD,Австралійський долар,Australian Dollar,21.8659,1,21.8659,1,05.01.2021
08.01.2021,124,CAD,Канадський долар,Canadian Dollar,22.261,1,22.261,1,05.01.2021
08.01.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3944,1,4.3944,1,05.01.2021
08.01.2021,191,HRK,Куна,Kuna,4.6098,1,4.6098,1,05.01.2021
08.01.2021,203,CZK,Чеська крона,Czech Koruna,1.3286,1,1.3286,1,05.01.2021
08.01.2021,208,DKK,Данська крона,Danish Krone,4.6847,1,4.6847,1,05.01.2021
08.01.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.6635,1,3.6635,1,05.01.2021
08.01.2021,348,HUF,Форинт,Forint,9.6763,100,0.096763,1,05.01.2021
08.01.2021,356,INR,Індійська рупія,Indian Rupee,3.8811,10,0.38811,1,05.01.2021
08.01.2021,360,IDR,Рупія,Rupiah,2.0407,1000,0.0020407,1,05.01.2021
08.01.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.8703,1,8.8703,1,05.01.2021
08.01.2021,392,JPY,Єна,Yen,2.7601,10,0.27601000000000003,1,05.01.2021
08.01.2021,398,KZT,Теньге,Tenge,6.7419,100,0.06741899999999999,1,05.01.2021
08.01.2021,410,KRW,Вона,Won,2.6129,100,0.026129,1,05.01.2021
08.01.2021,484,MXN,Мексиканське песо,Mexican Peso,1.4151,1,1.4151,1,05.01.2021
08.01.2021,498,MDL,Молдовський лей,Moldovan Leu,1.6524,1,1.6524,1,05.01.2021
08.01.2021,554,NZD,Новозеландський долар,New Zealand Dollar,20.4429,1,20.4429,1,05.01.2021
08.01.2021,578,NOK,Норвезька крона,Norwegian Krone,3.3299,1,3.3299,1,05.01.2021
08.01.2021,643,RUB,Російський рубль,Russian Ruble,3.7951,10,0.37951,1,05.01.2021
08.01.2021,682,SAR,Саудівський ріял,Saudi Riyal,7.5711,1,7.5711,1,05.01.2021
08.01.2021,702,SGD,Сінгапурський долар,Singapore Dollar,21.5336,1,21.5336,1,05.01.2021
08.01.2021,710,ZAR,Ренд,Rand,1.8893,1,1.8893,1,05.01.2021
08.01.2021,752,SEK,Шведська крона,Swedish Krona,3.4668,1,3.4668,1,05.01.2021
08.01.2021,756,CHF,Швейцарський франк,Swiss Franc,32.2594,1,32.2594,1,05.01.2021
08.01.2021,818,EGP,Єгипетський фунт,Egyptian Pound,1.811,1,1.811,1,05.01.2021
08.01.2021,826,GBP,Фунт стерлінгів,Pound Sterling,38.5568,1,38.5568,1,05.01.2021
08.01.2021,840,USD,Долар США,US Dollar,28.4028,1,28.4028,1,05.01.2021
08.01.2021,933,BYN,Білоруський рубль,Belarusian Ruble,10.9651,1,10.9651,1,05.01.2021
08.01.2021,944,AZN,Азербайджанський манат,Azerbaijan Manat,16.7183,1,16.7183,1,05.01.2021
08.01.2021,946,RON,Румунський лей,Romanian Leu,7.1542,1,7.1542,1,05.01.2021
08.01.2021,949,TRY,Турецька ліра,Turkish Lira,3.8424,1,3.8424,1,05.01.2021
08.01.2021,960,XDR,СПЗ (спеціальні права запозичення),SDR (Special Drawing Right),41.0897,1,41.0897,1,05.01.2021
08.01.2021,975,BGN,Болгарський лев,Bulgarian Lev,17.8119,1,17.8119,1,05.01.2021
08.01.2021,978,EUR,Євро,Euro,34.846,1,34.846,1,05.01.2021
08.01.2021,985,PLN,Злотий,Zloty,7.6607,1,7.6607,1,05.01.2021
08.01.2021,12,DZD,Алжирський динар,Algerian Dinar,2.1416,10,0.21416000000000002,2,30.12.2020
08.01.2021,50,BDT,Така,Taka,3.3343,10,0.33343,2,30.12.2020
08.01.2021,51,AMD,Вірменський драм,Armenian Dram,5.4105,100,0.054105,2,30.12.2020
08.01.2021,364,IRR,Іранський ріал,Iranian Rial,6.732,10000,0.0006732,2,30.12.2020
08.01.2021,368,IQD,Іракський динар,Iraqi Dinar,1.9366,100,0.019365999999999998,2,30.12.2020
08.01.2021,417,KGS,Сом,Som,3.421,10,0.3421,2,30.12.2020
08.01.2021,422,LBP,Ліванський фунт,Lebanese Pound,1.8756,100,0.018756,2,30.12.2020
08.01.2021,434,LYD,Лівійський динар,Libyan Dinar,21.1383,1,21.1383,2,30.12.2020
08.01.2021,458,MYR,Малайзійський ринггіт,Malaysian Ringgit,7.0047,1,7.0047,2,30.12.2020
08.01.2021,504,MAD,Марокканський дирхам,Moroccan Dirham,3.1763,1,3.1763,2,30.12.2020
08.01.2021,704,VND,Донг,Dong,1.2244,1000,0.0012243999999999998,2,30.12.2020
08.01.2021,764,THB,Бат,Baht,9.445,10,0.9445,2,30.12.2020
08.01.2021,784,AED,Дирхам ОАЕ,UAE Dirham,7.698,1,7.698,2,30.12.2020
08.01.2021,788,TND,Туніський динар,Tunisian Dinar,10.5192,1,10.5192,2,30.12.2020
08.01.2021,860,UZS,Узбецький сум,Uzbekistan Sum,2.6988000000000003,1000,0.0026988,2,30.12.2020
08.01.2021,901,TWD,Новий тайванський долар,New Taiwan Dollar,10.06,10,1.006,2,30.12.2020
08.01.2021,934,TMT,Туркменський новий манат,Turkmenistan New Manat,8.0785,1,8.0785,2,30.12.2020
08.01.2021,936,GHS,Ганське седі,Ghana Cedi,4.8198,1,4.8198,2,30.12.2020
08.01.2021,941,RSD,Сербський динар,Serbian Dinar,2.9536,10,0.29536,2,30.12.2020
08.01.2021,972,TJS,Сомоні,Somoni,2.5022,1,2.5022,2,30.12.2020
08.01.2021,981,GEL,Ларі,Lari,8.6366,1,8.6366,2,30.12.2020
08.01.2021,986,BRL,Бразильський реал,Brazilian Real,5.4505,1,5.4505,2,30.12.2020
08.01.2021,959,XAU,Золото,Gold,55324.39,1,55324.39,3,05.01.2021
08.01.2021,961,XAG,Срібло,Silver,777.81,1,777.81,3,05.01.2021
08.01.2021,962,XPT,Платина,Platinum,30724.16,1,30724.16,3,05.01.2021
08.01.2021,964,XPD,Паладій,Palladium,68959.16,1,68959.16,3,05.01.2021
09.01.2021,36,AUD,Австралійський долар,Australian Dollar,21.8659,1,21.8659,1,05.01.2021
09.01.2021,124,CAD,Канадський долар,Canadian Dollar,22.261,1,22.261,1,05.01.2021
09.01.2021,156,CNY,Юань Женьміньбі,Yuan Renminbi ,4.3944,1,4.3944,1,05.01.2021
09.01.2021,191,HRK,Куна,Kuna,4.6098,1,4.6098,1,05.01.2021
09.01.2021,203,CZK,Чеська крона,Czech Koruna,1.3286,1,1.3286,1,05.01.2021
09.01.2021,208,DKK,Данська крона,Danish Krone,4.6847,1,4.6847,1,05.01.2021
09.01.2021,344,HKD,Гонконгівський долар,Hong Kong Dollar,3.6635,1,3.6635,1,05.01.2021
09.01.2021,348,HUF,Форинт,Forint,9.6763,100,0.096763,1,05.01.2021
09.01.2021,356,INR,Індійська рупія,Indian Rupee,3.8811,10,0.38811,1,05.01.2021
09.01.2021,360,IDR,Рупія,Rupiah,2.0407,1000,0.0020407,1,05.01.2021
09.01.2021,376,ILS,Новий ізраїльський шекель,New Israeli Sheqel,8.8703,1,8.8703,1,05.01.2021
09.01.2021,392,JPY,Єна,Yen,2.7601,10,0.27601000000000003,1,05.01.2021
09.01.2021,398,KZT,Теньге,Tenge,6.7419,100,0.06741899999999999,1,05.01.2021
09.01.2021,410,KRW,Вона,Won,2.6129,100,0.026129,1,05.01.2021
09.01.2021,484,MXN,Мексиканське песо,Mexican Peso,1.4151,1,1.4151,1,05.01.2021
